,Day,Month,Hour,DNI (w/m^2),Elavation angle,Azimuthal angle,DB temp,RH,n_panel
1116,8.0,7.0,16.0,362.0,19.827638773064805,311.32114116496,14.9,19.6,17.0
1117,8.0,7.0,16.0,362.0,19.827638773064805,311.32114116496,14.9,19.6,18.0
1118,8.0,7.0,16.0,362.0,19.827638773064805,311.32114116496,14.9,19.6,19.0
1119,8.0,7.0,16.0,362.0,19.827638773064805,311.32114116496,14.9,19.6,20.0
1120,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,1.0
1121,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,2.0
1122,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,3.0
1123,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,4.0
1124,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,5.0
1125,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,6.0
1126,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,7.0
1127,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,8.0
1128,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,9.0
1129,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,10.0
1130,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,11.0
1131,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,12.0
1132,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,13.0
1133,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,14.0
1134,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,15.0
1135,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,16.0
1136,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,17.0
1137,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,18.0
1138,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,19.0
1139,5.0,9.0,19.0,0.0,-9.020976204790614,273.30748106081506,13.1,12.8,20.0
1140,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,1.0
1141,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,2.0
1142,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,3.0
1143,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,4.0
1144,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,5.0
1145,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,6.0
1146,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,7.0
1147,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,8.0
1148,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,9.0
1149,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,10.0
1150,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,11.0
1151,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,12.0
1152,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,13.0
1153,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,14.0
1154,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,15.0
1155,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,16.0
1156,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,17.0
1157,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,18.0
1158,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,19.0
1159,12.0,7.0,10.0,737.0,26.247755582133603,41.839263837683,18.6,26.5,20.0
1160,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,1.0
1161,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,2.0
1162,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,3.0
1163,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,4.0
1164,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,5.0
1165,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,6.0
1166,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,7.0
1167,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,8.0
1168,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,9.0
1169,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,10.0
1170,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,11.0
1171,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,12.0
1172,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,13.0
1173,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,14.0
1174,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,15.0
1175,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,16.0
1176,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,17.0
1177,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,18.0
1178,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,19.0
1179,17.0,4.0,4.0,0.0,-38.811346453278304,100.29049112062144,6.6,65.4,20.0
1180,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,1.0
1181,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,2.0
1182,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,3.0
1183,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,4.0
1184,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,5.0
1185,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,6.0
1186,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,7.0
1187,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,8.0
1188,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,9.0
1189,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,10.0
1190,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,11.0
1191,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,12.0
1192,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,13.0
1193,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,14.0
1194,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,15.0
1195,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,16.0
1196,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,17.0
1197,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,18.0
1198,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,19.0
1199,28.0,8.0,11.0,862.0,44.902026420027816,34.81596266079217,25.1,20.2,20.0
1200,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,1.0
1201,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,2.0
1202,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,3.0
1203,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,4.0
1204,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,5.0
1205,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,6.0
1206,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,7.0
1207,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,8.0
1208,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,9.0
1209,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,10.0
1210,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,11.0
1211,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,12.0
1212,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,13.0
1213,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,14.0
1214,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,15.0
1215,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,16.0
1216,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,17.0
1217,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,18.0
1218,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,19.0
1219,19.0,11.0,6.0,798.0,4.5592487783935525,109.4474299542577,19.6,46.6,20.0
1220,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,1.0
1221,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,2.0
1222,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,3.0
1223,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,4.0
1224,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,5.0
1225,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,6.0
1226,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,7.0
1227,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,8.0
1228,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,9.0
1229,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,10.0
1230,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,11.0
1231,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,12.0
1232,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,13.0
1233,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,14.0
1234,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,15.0
1235,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,16.0
1236,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,17.0
1237,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,18.0
1238,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,19.0
1239,30.0,9.0,3.0,0.0,-41.737867020586826,123.23497120022397,12.6,34.5,20.0
1240,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,1.0
1241,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,2.0
1242,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,3.0
1243,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,4.0
1244,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,5.0
1245,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,6.0
1246,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,7.0
1247,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,8.0
1248,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,9.0
1249,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,10.0
1250,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,11.0
1251,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,12.0
1252,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,13.0
1253,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,14.0
1254,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,15.0
1255,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,16.0
1256,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,17.0
1257,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,18.0
1258,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,19.0
1259,8.0,4.0,20.0,0.0,-21.309686255098452,266.2594586904048,26.5,38.3,20.0
1260,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,1.0
1261,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,2.0
1262,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,3.0
1263,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,4.0
1264,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,5.0
1265,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,6.0
1266,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,7.0
1267,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,8.0
1268,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,9.0
1269,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,10.0
1270,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,11.0
1271,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,12.0
1272,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,13.0
1273,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,14.0
1274,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,15.0
1275,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,16.0
1276,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,17.0
1277,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,18.0
1278,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,19.0
1279,11.0,12.0,8.0,963.0,29.886134305668893,101.48096613989668,28.4,10.5,20.0
1280,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,1.0
1281,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,2.0
1282,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,3.0
1283,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,4.0
1284,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,5.0
1285,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,6.0
1286,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,7.0
1287,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,8.0
1288,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,9.0
1289,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,10.0
1290,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,11.0
1291,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,12.0
1292,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,13.0
1293,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,14.0
1294,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,15.0
1295,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,16.0
1296,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,17.0
1297,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,18.0
1298,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,19.0
1299,22.0,6.0,9.0,729.0,16.3102952726844,50.905711967267344,11.2,81.2,20.0
1300,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,1.0
1301,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,2.0
1302,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,3.0
1303,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,4.0
1304,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,5.0
1305,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,6.0
1306,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,7.0
1307,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,8.0
1308,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,9.0
1309,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,10.0
1310,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,11.0
1311,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,12.0
1312,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,13.0
1313,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,14.0
1314,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,15.0
1315,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,16.0
1316,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,17.0
1317,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,18.0
1318,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,19.0
1319,8.0,2.0,0.0,0.0,-44.63515537508934,163.0295519066751,27.6,24.4,20.0
1320,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,1.0
1321,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,2.0
1322,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,3.0
1323,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,4.0
1324,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,5.0
1325,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,6.0
1326,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,7.0
1327,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,8.0
1328,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,9.0
1329,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,10.0
1330,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,11.0
1331,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,12.0
1332,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,13.0
1333,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,14.0
1334,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,15.0
1335,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,16.0
1336,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,17.0
1337,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,18.0
1338,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,19.0
1339,13.0,2.0,10.0,480.0,47.93601143226175,78.41512103345418,31.2,20.5,20.0
1340,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,1.0
1341,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,2.0
1342,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,3.0
1343,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,4.0
1344,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,5.0
1345,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,6.0
1346,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,7.0
1347,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,8.0
1348,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,9.0
1349,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,10.0
1350,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,11.0
1351,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,12.0
1352,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,13.0
1353,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,14.0
1354,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,15.0
1355,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,16.0
1356,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,17.0
1357,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,18.0
1358,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,19.0
1359,4.0,8.0,9.0,550.0,19.408747187495226,56.37424199053145,17.6,29.3,20.0
1360,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,1.0
1361,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,2.0
1362,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,3.0
1363,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,4.0
1364,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,5.0
1365,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,6.0
1366,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,7.0
1367,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,8.0
1368,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,9.0
1369,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,10.0
1370,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,11.0
1371,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,12.0
1372,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,13.0
1373,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,14.0
1374,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,15.0
1375,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,16.0
1376,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,17.0
1377,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,18.0
1378,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,19.0
1379,23.0,10.0,1.0,0.0,-49.2851170684365,164.80552862815546,18.5,10.6,20.0
1380,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,1.0
1381,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,2.0
1382,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,3.0
1383,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,4.0
1384,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,5.0
1385,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,6.0
1386,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,7.0
1387,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,8.0
1388,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,9.0
1389,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,10.0
1390,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,11.0
1391,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,12.0
1392,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,13.0
1393,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,14.0
1394,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,15.0
1395,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,16.0
1396,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,17.0
1397,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,18.0
1398,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,19.0
1399,16.0,7.0,0.0,0.0,-78.33704413361438,124.28039692973219,7.1,69.9,20.0
1400,21.0,6.0,3.0,0.0,-57.57397008649269,90.5551781833132,5.0,64.2,1.0
1401,21.0,6.0,3.0,0.0,-57.57397008649269,90.5551781833132,5.0,64.2,2.0
1402,21.0,6.0,3.0,0.0,-57.57397008649269,90.5551781833132,5.0,64.2,3.0
1403,21.0,6.0,3.0,0.0,-57.57397008649269,90.5551781833132,5.0,64.2,4.0
1404,21.0,6.0,3.0,0.0,-57.57397008649269,90.5551781833132,5.0,64.2,5.0
1405,21.0,6.0,3.0,0.0,-57.57397008649269,90.5551781833132,5.0,64.2,6.0
1406,21.0,6.0,3.0,0.0,-57.57397008649269,90.5551781833132,5.0,64.2,7.0
1407,21.0,6.0,3.0,0.0,-57.57397008649269,90.5551781833132,5.0,64.2,8.0
1408,21.0,6.0,3.0,0.0,-57.57397008649269,90.5551781833132,5.0,64.2,9.0
